anime_id,name,genre,type,episodes,rating,members,description
19731,Osamu to Musashi,"Adventure, Fantasy, Kids",Movie,1,6.4,143,"{{Stub}}
{{Series
|image=File:Musashi,_the_Samurai_Lord.jpg
|genre=Action, Adventure, Mecha
|media=Anime, Game
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Musashi, the Samurai Lord'''|からくり剣豪伝ムサシロード|Karakuri Kengō Den Musashi Rōdo}}, known in Japan as '''Karakuri Kengō Den Musashi Lord''', is an [[anime]] series by [[Studio Pierrot]]. The 50-episode series aired on [[Nippon TV]] from October 1990 to September 1991. Two video games based on the anime were also released"
3768,Play Ball,"Action, Shounen, Sports",TV,13,6.4,413,"{{Series
|genre=Sports
|tag=School, Baseball
|media=Anime, Manga
|image=File:Play Ball.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''Play Ball'''|プレイボール|Purei Bōru}} is a [[manga]] series by [[Akio Chiba]] which ran in [[Weekly Shōnen Jump]] from 1973 to 1978. The series was released concurrently with Chiba's other major work, Captain, the other series for which he won the 22nd [[Shogakukan Manga Award]] for shōnen in 1977. In 2005 and 2006, the series was eventual"
980,Rikujou Bouei-tai Mao-chan,"Comedy, Kids, Magic, Military, Sci-Fi",TV,26,6.4,2934,
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,"Fantasy, Slice of Life",Movie,1,6.4,185,
1500,Teizokurei Daydream,"Comedy, Drama, Ecchi, Horror, Supernatural",OVA,4,6.4,5305,
10594,Tokimeki Tonight Recaps,"Comedy, Fantasy, Romance, Shoujo, Vampire",Special,2,6.4,220,"{{Series
|genre=Comedy, Fantasy, Romance, Supernatural
|tag=Monsters
|media=Anime, Manga
|wiki=tokimeki
|wiki name=Tokimeki Tonight Wiki
|image=File:TokimekiTonight.jpg
|foundingdate=June 19, 2012
|pagecount=103
|datechecked=July 25, 2017
|animangafooter=Yes
|animanganavlink=Yes
|adoptable=No
}}
'''Tokimeki Tonight''' (ときめきトゥナイト, ''Tokimeki Tunaito'', lit. ""Exciting Tonight"") is a 30 volume [[manga]] series from 1982 that was concurrently developed into a 34 episode [[anime]] series, with a late"
33247,Tsubasa to Hotaru (2016),"Romance, School, Shoujo",Special,3,6.4,1411,
9566,Umi kara no Shisha,"Action, Mecha, Sci-Fi, Super Power",Movie,1,6.4,826,
30751,Usavich Zero,Comedy,TV,13,6.4,619,
4420,Vampiyan Kids: Pilot,"Action, Comedy, Kids, Vampire",Special,1,6.4,435,
4591,Yoiko,"Comedy, School, Slice of Life",TV,20,6.4,2238,"{{Series
|genre=Comedy, Slice of Life
|tag=School, Ecchi
|media=Anime, Manga
|image=File:Yoiko_anime.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Yoiko''' (よいこ) is a [[seinen]] [[manga]] written and illustrated by Yūgo Ishikawa and serialized in [[Big Comic Spirits]]. A 20-episode [[anime]] series by [[Studio Pierrot]] was produced. 

==Plot==
Her name is Esumi Fuuka. Standing tall at 163 cm with a slender bodyline, she must be a university undergraduate; however, in reality, s"
1583,009-1,"Action, Mecha, Sci-Fi, Seinen",TV,12,6.39,11097,"{{Series
|genre=Action, Science Fiction
|tag=Androids, Alternate History, Espionage
|media=Anime, Manga, Live Action
|wiki=zerozeronineone
|wiki name=009-1 Wiki
|image=File:009-1.png
|foundingdate=March 31, 2011
|pagecount=60
|datechecked=May 15th, 2022
|animangafooter=Yes
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''009-1'''|ゼロゼロナイン・ワン|Zero Zero Nine-One}} is a spy-fi [[anime]] series based on a [[manga]] series by famous manga artist Shotaro Ishinomori. It was first broadcast on TBS"
26189,Ai Tenshi Densetsu Wedding Peach Specials,"Adventure, Comedy, Magic, Romance, Shoujo",Special,2,6.39,446,
15085,Amnesia,"Fantasy, Josei, Mystery, Romance",TV,12,6.39,134349,"{{Series
|genre=Fantasy, Mystery, Romance, Supernatural
|tag=Memory Loss
|media=Anime, Visual Novel, Game, Audio Drama
|wiki=amnesia-series
|wiki name=Amnesia Wiki
|image=File:Amnesia.jpg
|foundingdate=January 21, 2013
|pagecount=46
|datechecked=August 12, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Amnesia'''|アムネシア|Amuneshia}} is a Japanese [[visual novel]] series by Idea Factory. It was first released on August 18, 2011 for PlayStation Portable, and then a fa"
7779,Andersen Monogatari (TV),"Drama, Fantasy, Kids",TV,52,6.39,389,#redirect [[Bakemonogatari]]
7752,Bao Lian Deng,"Action, Adventure, Fantasy",Movie,1,6.39,225,
34173,Buddy Go! 2,"Comedy, Romance, Shoujo",Special,4,6.39,304,
14277,Chitose Get You!!,"Comedy, Romance, School, Seinen, Slice of Life",TV,26,6.39,12886,"{{Series
|genre=Comedy
|media=Anime, Manga, Audio Drama
|image=File:Chitose Get You!!.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Chitose Get You!!''' (ちとせげっちゅ!!, ''Chitose Gecchu!!'') is a Japanese [[yonkoma]] [[manga]] series written and illustrated by Etsuya Mashima. A 26-episode [[anime]] series by Silver Link that aired between July 1, 2012 and December 24, 2012.

==Plot==
Chitose is an 11-year-old girl who is madly in love with an older guy named Hiroshi. He works at the"
22733,Dragon Collection,"Fantasy, Shounen",TV,51,6.39,3229,"{{Series
|genre=Action, Adventure, Comedy, Fantasy, Supernatural
|media=Anime, Manga, Game, Guide Book
|wiki=dragon-collection
|wiki name=Dragon Collection Wiki
|image=File:Dragon Collection.jpg
|foundingdate=December 15, 2012‎ 
|pagecount=28
|datechecked=June 18, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''Dragon Collection'''|ドラゴンコレクション|Doragon Korekushon}} is a Japanese social network game created by [[Konami]] that was released on the GREE social networking"
6062,Duel Masters Movie 2: Lunatic God Saga,"Action, Adventure, Comedy, Shounen",Movie,1,6.39,522,
32785,Future Card Buddyfight DDD,Game,TV,Unknown,6.39,912,"{{Series
|genre=Action, Adventure
|tag=Card Games
|media=Anime, Manga, Game
|wiki=buddyfight
|wiki name=Future Card Buddyfight Wiki
|image=File:BF_Logo.jpg
|fanon=buddyfightfanon
|fanon name=Future Card Buddyfight Fanon Wiki
|foundingdate=September 6, 2013
|pagecount=14911
|datechecked=February 19, 2020
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Future Card Buddyfight'''|フューチャーカード バディファイト|Fyūchā Kādo Badifaito}} is a Japanese collectible card game created by Bushiro"
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.39,241,
3906,H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,Horror,OVA,1,6.39,1704,
2281,Jikuu Tantei Genshi-kun,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen",TV,39,6.39,5541,
9748,Kaze wo Nuke!,Sports,OVA,1,6.39,187,"{{Series
|genre=Drama, Romance
|media=Anime, Manga
|image=File:Koi Kaze.jpeg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Koi Kaze''' (恋風) is a Japanese [[manga]] series written and illustrated by Motoi Yoshida from September 2001 to October 2004, and was published by Kodansha's in five tankōbon volumes. An anime adaptation by A.C.G.T. premiered on TV Asahi from April 1 to June 17, 2004, and was licensed for North American release by Geneon Entertainment in 2005.
==Plot==
Born twel"
7505,Knyacki!,"Comedy, Drama, Fantasy, Kids",ONA,Unknown,6.38,242,
1591,Kujibiki♥Unbalance,"Comedy, Romance, School",TV,12,6.39,9021,"{{Series
|genre=Comedy, Drama, Romance
|media=Anime, Manga, Light Novel, OVA
|image=File:Kujibiki_Unbalance.jpg
|wiki=genshiken
|wiki name=Genshiken Wiki
|foundingdate=January 19, 2012
|pagecount=26
|datechecked=July 30, 2020
|animangafooter=Yes
|animanganavlink=No
|adoptable=Yes
}}
'''Kujibiki♥Unbalance''' (くじびき♥アンバランス, ''Kujibiki♥Anbaransu''), also referred to as '''Kujibiki ""Heart"" Unbalance''' in order to differentiate it from its original incarnation, is a 12-episode Fall 2006 anime series"
10755,Lupin tai Holmes,Mystery,Special,1,6.39,331,
3475,Muramasa,"Historical, Horror, Martial Arts, Samurai",Movie,1,6.39,2535,"{{Series
|demographic=Shōnen
|genre=Comedy, Fantasy
|media=Anime, Manga
|wiki=namiuchigiwa-no-muromisan
|wiki name=Namiuchigiwa no Muromi-san Wiki
|image=File:Namiuchigiwa no Muromi-san.jpg
|foundingdate= 04/14/13‎ 
|pagecount=10
|datechecked= 11/4/17
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''Muromi-san'''|波打際のむろみさん|Namiuchigiwa no Muromi-san}} is a Japanese [[manga]] series written and illustrated by Keiji Najima. It was adapted into an [[anime]] television serie"
15881,Oniichan dakedo Ai Sae Areba Kankeinai yo ne! Specials,"Comedy, Ecchi",Special,6,6.39,16618,"#REDIRECT [[As Long as There's Love, It Doesn't Matter If He Is My Brother, Right?]]"
31927,Phantom of the Kill: Zero kara no Hangyaku,"Action, Adventure, Fantasy",Movie,1,6.39,4893,
25365,Pokemon XY: Koukoku no Princess Diancie,"Comedy, Fantasy, Kids",Special,1,6.4,2829,
8840,Senkou no Night Raid: Yogen,"Action, Historical, Military, Super Power",Special,1,6.39,2752,#REDIRECT [[Senkō no Night Raid]]
23433,Shin Strange+,"Comedy, Shoujo, Slice of Life",TV,12,6.39,9385,"{{Series
|genre=Adventure, Fantasy
|tag=Isekai, Chibi
|media=Anime, Novel
|wiki=isekai
|wiki name=Isekai Wiki
|image=File:Strange_Dawn.jpg
|pagecount=79
|datechecked=July 3, 2020
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''Strange Dawn'''|ストレンジドーン|Sutorenji Dōn}} is a Japanese anime television series created by Hal Film Maker for [[Pioneer LDC]]. It premiered on [[WOWWOW]] channel from July 11 to September 26, 2000 for 13 episodes.
==Plot==
Two high school girls (Yuk"
25883,Taisei Kensetsu: Vietnam Noi Bai Kuukou,Drama,Special,1,6.39,2258,
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,"Comedy, Sci-Fi",OVA,6,6.39,720,
4533,Uchuu Kazoku Carlvinson,"Comedy, Fantasy, Sci-Fi",OVA,1,6.39,649,
9100,Umi Monogatari: Marin no Kore Naani?,Comedy,Special,4,6.39,1229,
8249,Votoms Finder,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.39,1735,
12123,Yurumates 3D,"Comedy, Seinen, Slice of Life",TV,13,6.39,5678,#redirect [[Yurumates]]
6094,A Piece of Phantasmagoria,"Fantasy, Kids",OVA,15,6.38,1862,
13859,Accel World: Acchel World.,"Comedy, Sci-Fi",Special,8,6.38,26190,
17167,Akai Koudan Zillion Specials,"Adventure, Sci-Fi, Shounen",Special,3,6.38,262,
2789,B-Densetsu! Battle Bedaman,"Adventure, Fantasy, Kids, Shounen",TV,52,6.38,6545,
2156,Bakugan Battle Brawlers,"Action, Fantasy, Game",TV,52,6.38,25846,#REDIRECT [[Bakugan]]
301,Cinderella Boy,"Action, Adventure, Comedy, Mystery",TV,13,6.38,3246,"{{Series
|genre=Action, Comedy, Mystery
|media=Anime, Manga
|image=File:Cinderella Boy.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Cinderella Boy''' (シンデレラボーイ, ''Shinderera Bōi'') is a Japanese one-shot [[manga]] created by Monkey Punch published in the Kobunsha magazine Popcorn in 1980, followed by an alternate version published in Anime DO in 1982. An [[anime]] adaptation by Magic Bus aired in Japan on WOWWOW June September 2003, and licensed by Discotek Media.

==Plot==
In"
13807,Corpse Party: Missing Footage,"Horror, School",OVA,1,6.38,57507,
29165,Daitoshokan no Hitsujikai Picture Drama,"Comedy, Ecchi",Special,6,6.38,2487,#REDIRECT [[A Good Librarian Like a Good Shepherd]]
32264,Dear Brave,"Music, Romance",Music,1,6.38,522,#REDIRECT [[Brave Series]]
1337,Dororon Enma-kun,"Comedy, Demons, Fantasy, Horror, Shounen, Supernatural",TV,25,6.38,1898,#REDIRECT [[The Little Judge from Hell]]
1344,Eightman After,"Action, Drama, Sci-Fi",OVA,4,6.38,1771,
24675,Future Card Buddyfight Recap,Game,Special,1,6.38,277,"{{Series
|genre=Action, Adventure
|tag=Card Games
|media=Anime, Manga, Game
|wiki=buddyfight
|wiki name=Future Card Buddyfight Wiki
|image=File:BF_Logo.jpg
|fanon=buddyfightfanon
|fanon name=Future Card Buddyfight Fanon Wiki
|foundingdate=September 6, 2013
|pagecount=14911
|datechecked=February 19, 2020
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Future Card Buddyfight'''|フューチャーカード バディファイト|Fyūchā Kādo Badifaito}} is a Japanese collectible card game created by Bushiro"
16912,gdgd Fairies 2 Episode 0,"Comedy, Fantasy",Special,1,6.38,367,
6271,Gendai Kibunroku Kaii Monogatari,Horror,OVA,1,6.38,704,
581,Honoo no Labyrinth,"Adventure, Comedy, Ecchi, Samurai",OVA,2,6.38,5958,
2523,Izumo: Takeki Tsurugi no Senki,"Adventure, Drama, Fantasy, Martial Arts, Romance, Supernatural",TV,12,6.38,7748,
10132,Jin Sheng Yuan,Music,Music,1,6.38,406,
7170,Kataku,"Demons, Historical, Supernatural",Movie,1,6.38,1025,"[[File:Akihabara.png|thumb|250px|[[Wikipedia:Akihabara|Akihabara]], the otaku's mecca.]]
'''Otaku''' (おたく or オタク) is a Japanese term used to refer to people with obsessive interests, particularly [[anime]], [[manga]], or sometimes video games.

==Etymology==
Otaku is derived from a Japanese term for another's house or family (お宅, ''o-taku''), which is also used as an honorific second-person pronoun. The modern slang form, which is distinguished from the older usage by being written only in hirag"
23341,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,"Comedy, Magic",ONA,6,6.38,13068,#REDIRECT [[The Irregular at Magic High School]]
15717,Nagareboshi Lens Specials,"Romance, Shoujo",Special,3,6.38,1557,
19351,Nijiiro☆Prism Girl,"Comedy, Romance, School, Shoujo",OVA,4,6.38,1390,"{{Series
|image = File:Nijiiro_Prism_Girl.jpg
|demographic = Shōjo
|genre=Romance
|media=Manga, OVA
}}
{{Translation|'''Rainbow Prism Girl'''|にじいろ☆プリズムガール|Niji-iro Purizumu Gāru}}is a Japanese [[shōjo]] [[manga]] series written and illustrated by An Nakahara, and was published on [[Shogakukan]]'s [[Ciao]] magazine. A short-OVA adaptation was released in 2013.

==Plot==
Nijika Kohinata may look like a beautiful and average 6th-grade girl, but her height says otherwise. In retrospect, she keeps tw"
9731,Nurarihyon no Mago Recaps,"Action, Demons, Shounen, Supernatural",Special,2,6.38,9781,#REDIRECT [[Nura: Rise of the Yokai Clan]]
1547,Obake no Q-tarou,"Comedy, School, Slice of Life, Supernatural",TV,96,6.38,250,"{{Series
|genre=Comedy, Supernatural
|demographic=Kodomo, Shōnen
|tag=Ghosts
|media=Anime, Manga
|wiki=fujiko-f-fujio
|image=File:Obake_no_QTaro.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''Obake no Q-Tarō'''|オバケのQ太郎| Obake no Kyū-Tarō}} is a Japanese manga series by the famous mangaka duo [[Fujiko Fujio]] from 1964 to 1966 before Fujiko F. Fujio (Hiroshi Fujimoto) took over the work in 1971 to 1974. The manga had spawned three anime series adaptations.
*The first"
29511,Ongaku Shoujo,"Music, Slice of Life",Movie,1,6.38,6289,#REDIRECT [[Music Girls]]
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,"Fantasy, Magic",OVA,2,6.38,2708,
1508,Sci-fi Harry,"Drama, Horror, Sci-Fi",TV,20,6.38,5194,
5693,"Shinran-sama: Negai, Soshite Hikari",Historical,OVA,1,6.38,150,
13175,Shiranpuri (Movie),"Drama, School",Movie,1,6.38,3104,
6437,Sora wo Kakeru Shoujo Picture Drama,"Adventure, Comedy, Sci-Fi, Space",Special,9,6.38,1716,#REDIRECT [[The Girl Who Leapt Through Space]]
3724,Taiko no Tatsujin,Game,TV,26,6.38,406,#REDIRECT [[Gigantor]]
8214,Tekkamen wo Oe: &quot;d&#039;Artagnan Monogatari&quot; yori,"Action, Historical",Special,1,6.38,349,
3512,Tenshi Nanka ja Nai,"Comedy, Drama",OVA,1,6.38,2027,"{{Series
|demographic=Shōjo
|genre=Romance, Slice of Life
|media=Manga, OVA
|wiki=ten-nai
|wiki name=Tenshi Nanka Ja Nai
|image=File:Ten-nai.jpg
|foundingdate=September 4, 2012
|pagecount=25
|datechecked=December 4, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
'''Tenshi Nanka Ja Nai''' (天使なんかじゃない, lit. ""I'm Not an Angel"") often shortened to '''Ten-nai''' by fans,  is a [[shōjo]] and [[romance]] [[manga]] created by Ai Yazawa. It was serialized in Ribon and later in eight volumes"
927,Transformers Superlink,"Adventure, Mecha, Sci-Fi, Shounen",TV,51,6.38,2691,"{{Stub}}
{{Series
|genre=Action, Adventure, Mecha, Science Fiction
|tag=Robots, Military, Space, Aliens, Racing, Cars
|media=Anime, Manga, Film, Live Action, Game, Audio Drama, Guide Book
|wiki=transformers
|wiki name=Teletraan I: The Transformers Wiki
|fanon=transfanon
|fanon name=Transformers Fanon Wiki
|image=File:Logo of Transformers.png
|foundingdate=May 28, 2005
|pagecount=11,909
|datechecked=January 10, 2025
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{nihongo|'''Transformers"
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,"Action, Comedy, Sci-Fi",TV,13,6.38,585,
30385,Valkyrie Drive: Mermaid,"Action, Ecchi, Fantasy, Shoujo Ai",TV,12,6.38,45400,"{{Series
|genre=Action, Supernatural, Yuri
|media=Anime, Game
|wiki=valkyriedrive
|wiki name=Valkyrie Drive Wiki
|fanon=valkyriedrive-fanon
|fanon name=Valkyrie Drive Fanon Wiki
|image=File:Valkyrie Drive Mermaid.jpg
|foundingdate=March 23, 2015
|pagecount=111
|datechecked=October 20, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Valkyrie Drive''' (ヴァルキリードライヴ, ''Varukirī Doraivu'') is a Japanese media franchise created by Marvelous. The franchise consists of three"
30445,"Wake Up, Girls! Deai no Kiroku: A Brief Recording",Music,OVA,1,6.39,810,
21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,"Action, Fantasy, Game, Shounen",Special,1,6.38,1172,
28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,Comedy,Special,5,6.38,3818,"#REDIRECT [[I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job]]"
454,.hack//Gift,"Comedy, Fantasy, Game",OVA,1,6.37,15411,
791,Arion,"Action, Adventure, Drama, Fantasy, Magic, Seinen",Movie,1,6.37,2415,"{{Series
|demographic=Seinen
|genre=Adventure, Drama, Supernatural, Historical
|wiki=mythus
|wikiname=Myths and Folklore manga
|tag=Mythology
|media=Anime, Manga, Film, Live Action
|image=File:Arion.png
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Arion''' is a completed [[manga]] series by Yoshikazu Yasuhiko.

==Plot==
Arion, a young man is kidnapped by Hades as a child and raised to believe that his mother was blinded by Zeus and that killing the ruler of Mount Olympus will cure"
12581,Asa made Jugyou Chu!,"Comedy, Ecchi, Romance, School",OVA,1,6.37,25285,#REDIRECT [[See Me After Class]]
9165,Attack No.1: Namida no Kaiten Receive,"Drama, Shoujo, Sports",Movie,1,6.37,248,
4509,Captain Future: Kareinaru Taiyokei Race,"Action, Adventure, Sci-Fi",Special,1,6.37,394,
9935,Chocolat no Mahou,"Drama, Magic, Shoujo, Supernatural",OVA,13,6.37,3800,
4014,Choujin Locke: Lord Leon,"Action, Sci-Fi, Super Power",OVA,3,6.37,483,"{{Series
|genre=Adventure, Science Fiction
|media=Manga, OVA, Film
|image=File:Locke the Superman.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Locke the Superman''' (超人ロック, ''Chōjin Rokku'') is a Japanese [[manga]] series by Yuki Hijiri which was later adapted into a [[Anime|movie]] and three [[OVA]] releases. Both it and the OVAs were later licensed and released by Central Park Media under the original name. 

==Plot==
Locke is an immortal psychic with norther family, and whos"
2760,Densetsu Kyojin Ideon: Sesshoku-hen,"Drama, Mecha, Sci-Fi, Space",Movie,1,6.37,1740,
4443,Duel Masters Charge,"Action, Adventure, Comedy, Shounen",TV,52,6.37,2827,#REDIRECT [[Duel Masters]]
10524,Duel Masters Victory,"Action, Adventure, Comedy, Shounen",TV,52,6.37,574,"{{stub}}
{{Series
|image=File:Duel Master.jpg
|genre=Action, Adventure
|tag=Card Games,
|media=Anime, Manga, Film, Game
|wiki=duelmasters
|wiki name=Duel Masters Wiki
|foundingdate=April 12, 2008
|pagecount=26,387
|datechecked=February 21, 2020
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{translation|'''Duel Masters'''|デュエル・マスターズ|Dyueru Masutāzu}} is a franchise based on a [[manga]], [[anime]] and a trading card [[game]].

==Plot==
Shobu Kirifuda is a young boy who likes to"
4298,Futari no Joe,"Shounen, Sports",OVA,6,6.37,461,
8149,Gegege no Kitarou (1968 Movie),"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.37,346,#REDIRECT [[Spooky Kitaro]]
8533,Hana no Kage,"Demons, Drama, Historical, Romance",ONA,1,6.37,987,"{{Series
|demographic=Shōnen
|genre=Action, Adventure, Drama
|tag=Historical, Martial Arts
|media=Anime, Manga, Novel, Game
|image=File:Hana no Keji.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Hana no Keiji''' (花の慶次 -雲のかなたに-, ''Hana no Keiji -Kumo no Kanata ni-'', lit. ""The Flowery Keiji: At the Other Side of the Clouds"") is a period [[manga]] authored by [[Tetsuo Hara]], which was serialized in the ''[[Weekly Shōnen Jump]]'' from 1990 to 1993. It is an adaptation of the novel"
3175,Kaitei Choutokkyuu: Marine Express,"Action, Adventure, Comedy, Drama, Sci-Fi",Special,1,6.37,551,
32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",Ecchi,Special,1,6.37,372,
16149,Kick-Heart,"Comedy, Romance, Sports",Movie,1,6.37,8007,
17791,Kyoto Animation: Ikitaku Naru Omise-hen,Sci-Fi,Special,1,6.37,2708,
23897,Lovely Movie: Itoshi no Muco,Slice of Life,TV,20,6.37,503,
28179,Miss Monochrome: The Animation - Manager,"Comedy, Music, Slice of Life",OVA,1,6.37,3808,
32233,MitchiriNeko March,Music,Music,1,6.37,126,
4614,Moero Arthur: Hakuba no Ouji,"Adventure, Drama, Historical, Romance",TV,22,6.37,267,
9290,Moyashimon CGI Anime,"Comedy, School, Supernatural",OVA,1,6.37,1415,
7108,Shikabane Hime: Puchitto,Comedy,Special,1,6.37,3377,#REDIRECT [[Corpse Princess]]
835,Sister Princess: Re Pure,"Drama, Romance",TV,13,6.37,5782,"{{Series
|media=Anime, Manga, Light Novel, Game
|wiki=SisterPrincess
|wiki name=Sisterprincess Wiki
|image=File:SisPrin.jpg
|foundingdate=October 25, 2011
|pagecount=23
|datechecked=May 6, 2021
|animangafooter=Yes
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''Sister Princess'''|シスター・プリンセス|Shisutā Purinsesu}} began as a series of [[light novel]]s that ran 54 issues from 1999 to 2003. During this time it was made into a 2001 video game, along with a 13-episode TV [[anime]] series that sam"
2714,Sotsugyou: Graduation,"Drama, School",OVA,2,6.37,548,
8042,Taishou Yakyuu Musume. Specials,"School, Sports",Special,2,6.37,907,
8011,Time Bokan Series: Gyakuten Ippatsuman,"Action, Comedy, Mecha, Sci-Fi",TV,58,6.37,334,
5344,Time Bokan Series: Itadakiman,Mecha,TV,20,6.37,298,
2103,TO-Y,"Drama, Music, Shounen",OVA,1,6.37,1275,"'''Tomy Company, Ltd.''' (株式会社タカラトミー, ''Kabushikigaisha Takara Tomī'') (trading as '''[[Takara Tomy]]''' in Asia and '''Tomy''' elsewhere) is a Japanese toy company. It was established in 1924 by Eiichirō Tomiyama as '''Tomiyama Toy Manufacturing Company''' (富山玩具製作所), became known for creating popular toys like the B-29 friction toy and luck-based game Pop-up Pirate. In 2006, Tomy merged with another toy manufacturer, Takara, and although the English company name remained the same, it became Tak"
6276,Umezu Kazuo no Noroi,Horror,OVA,1,6.37,2361,
11699,Yurumates wa?,"Comedy, Seinen, Slice of Life",OVA,1,6.37,1747,"{{Series
|genre=Comedy
|media=Anime, Manga, OVA
|image=File:Yurumates.png
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Yurumates''' (ゆるめいつ, ''Yurumeitsu'') is a Japanese [[yonkoma]] [[manga]] series written and illustrated by saxyun. It has been adapted into two [[OVA]]s and an [[anime]] series that premiered April 2012 under the name '''Yurumates 3D'''.

==Plot==
Yurume, an 18-year old ""ronin"" and recent high school graduate, has high hopes of being accepted and attending Tokyo Un"
25833,Zephyr,"Drama, Music",Special,1,6.37,1478,
33964,91 Days Recap,"Action, Drama, Historical",Special,1,6.35,9453,"{{Series
|genre=Action, Drama
|media=Anime, Novel, OVA
|wiki=91-days
|wiki name=91 Days Wiki
|image=File:91 Days.jpg
|foundingdate=March 24, 2016
|pagecount=203
|datechecked=May 5, 2021
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
'''91 Days''' is a Japanese [[anime]] television series. The series premiered on July 9, 2016.

==Plot==
The year is 1921 and Angelo Lagusa lives a happy life with his little brother and parents. This all changes when his father's don is murdered by the Van"
14007,"Akai Shouzou: Char, Soshite Frontal e","Drama, Mecha, Military, Sci-Fi, Shounen, Space",Special,1,6.36,686,
5098,Andersen Monogatari,"Drama, Fantasy, Kids",Movie,1,6.36,364,#redirect [[Bakemonogatari]]
1380,Blue Gender: The Warrior,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,6.36,7197,
2885,Ganbare Goemon,"Comedy, Shounen",TV,23,6.36,713,
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Magic,Special,1,6.36,4545,"{{Series
|genre=Drama, Fantasy, Slice of Life, Supernatural
|tag=Magical Girl, Superpower, Another World
|media=Anime, Manga, Light Novel, Audio Drama
|wiki=geneitaiyo
|wiki name=Genei wo Kakeru Taiyou
|image=File:Genei wo Kakeru Taiyo.jpg
|foundingdate=July 30, 2013
|pagecount=53
|datechecked=July 19, 2017
|animangafooter=Yes
|animanganavlink=Yes
|adoptable=Yes
}}
'''Day Break Illusion - il sole penetra le illusioni''' (幻影ヲ駆ケル太陽, ''Gen'ei o Kakeru Taiyō'', lit. ""The Sun That Penetrates Illusion"
5652,Glass no Kantai: La Legende du Vent de l&#039;Univers Specials,"Adventure, Sci-Fi",Special,2,6.36,1005,
13215,Guskou Budori no Denki (2012),"Drama, Fantasy, Kids, Slice of Life",Movie,1,6.36,2936,
2739,Highschool Aurabuster: Hikari no Mezame,"Drama, Fantasy, Super Power",OVA,3,6.36,347,
3834,Hoshi no Ko Chobin,"Adventure, Sci-Fi",TV,26,6.36,231,
10832,Ikoku Meiro no Croisée: Yune &amp; Alice,"Historical, Seinen, Slice of Life",Special,7,6.36,3409,#REDIRECT [[Croisée in a Foreign Labyrinth]]
