pageid,title,description,description_clean
20526,A Thousand Petals,"{{Series
|genre=Drama, Fantasy, Historical, Romance
|media=Manga
|image=File:A_Thousand_Petals.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''A Thousand Petals''' (천개의 꽃잎, ''Cheongaeui Kkoch-ip'') is a [[manga]] series by Sirial. It was serialized in Nate Manhwa. 

==Plot==
A story about a young girl who loses her mother.

==External Links==
===Official===

===Other Sources===

===Other Wikis===

==References==
<references/>

__NOTOC__","A Thousand Petals (천개의 꽃잎, Cheongaeui Kkoch-ip) is a series by Sirial. It was serialized in Nate Manhwa. A story about a young girl who loses her mother. = = = __NOTOC__"
9249,A Thousand Years Ninetails,"{{Series
|genre=Adventure, Comedy, Fantasy, Romance, Supernatural
|tag=Historical, Yōkai
|media=Manhwa
|wiki=a-thousand-years-ninetails
|wiki name=A Thousand Years Ninetails Wiki
|image=File:A Thousand Years Ninetails.png
|foundingdate=May 15, 2013
|pagecount=43
|datechecked=July 3, 2018
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
'''A Thousand Years Ninetails''' is an Korean [[manhwa]] written and illustrated by Giryang.

==Plot==
In a city that is neither small nor big, there's a","A Thousand Years Ninetails is an Korean written and illustrated by Giryang. In a city that is neither small nor big, there's a"
3082,A Town Where You Live,"{{Stub}}
{{Series
|image=File:Kimi no Iru Machi.JPG
|genre=Drama, Romance
|tag=School Life
|media=Manga, OVA
|wiki=kiminoirumachi
|wiki name=Kimi no Iru Machi Wiki
|foundingdate=April 5, 2010
|pagecount=56
|datechecked=July 25, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''A Town Where You Live'''|君のいる町|Kimi no Iru Machi}} is a [[manga]] written and illustrated by Kouji Seo. 

It is serialized in the Japanese magazine ''[[Weekly Shōnen Magazine]]'' published by",is a written and illustrated by Kouji Seo. It is serialized in the Japanese magazine published by
24443,A Whisker Away,"{{Stub}}
{{Movie
|image=File:Nakineko.jpg
|demographic=Seinen
|genre=Comedy, Drama, Romance, Supernatural
|media=Film, Manga
|wiki=nakitaiwatashi
|wiki name=Nakitai Watashi wa Neko o Kaburu Wiki
|foundingdate=March 6, 2020
|pagecount=76
|datechecked=March 20, 2021
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{translation|'''A Whisker Away'''|泣きたい私は猫をかぶる|Nakitai Watashi wa Neko wo Kaburu|lit. ""Wanting To Cry, I Dress Like A Cat""}} is a 2020 Japanese [[Anime|animated]] film. It was re",is a 2020 Japanese film. It was re
20596,A Wild Last Boss Appeared!,"{{stub}}
{{Series
|image=File:Yasei_no_Last_Boss_ga_Arawareta!.jpg
|genre=Action, Adventure, Fantasy
|media=Light Novel, Manga, Anime
|wiki=yasei-no-last-boss-arawareta
|wiki name=A Wild Last Boss Appeared! Wiki
|foundingdate=2017-08-18
|pagecount=115
|datechecked=2025-03-29
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{Translation|'''A Wild Last Boss Appeared!'''|野生のラスボスが現れた！|Yasei no Last Boss ga Arawareta!}} is a [[light novel]] series by Fire Head with illustrations by",__NOTOC__ is a series by Fire Head with illustrations by
31501,A Witch's Life in Mongol,"{{stub}}
{{Series
|image=File:A Witch in Mongol.jpg
|genre=Historical
|demographic=Josei
|media=Anime, Manga
|wiki=jaadugar
|wiki name=Skip to content A Witch's Life in Mongol Wiki
|foundingdate=2025-12-29
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{translation|'''A Witch&apos;s Life in Mongol'''|天幕のジャードゥーガル|Tenmaku no Jādūgaru}} is a [[manga]] series by Tomato Soup, both written and illustrated by the creator. It debuted on [[Akita Shoten]]'s ''[[Souffle]]'' website in Se","__NOTOC__ is a series by Tomato Soup, both written and illustrated by the creator. It debuted on 's website in Se"
16730,Aah! Harimanada,"{{Series
|genre=Sports
|media=Anime, Manga, Game
|image=File:Aa_Harimanada.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Aa Harimanada''' (ああ播磨灘; {{Amacr|big=}} Harimanada) is a Japanese media franchise that began with a 1991 [[manga]] by Kei Sadayasu published in [[Kodansha]]'s Weekly Morning. An [[anime]] television series was broadcast in 1992. The series was later adapted to a [[video game]] developed and published by Sega for the Sega Game Gear and Sega Mega Drive. A port w",Aa Harimanada (ああ播磨灘; Harimanada) is a Japanese media franchise that began with a 1991 by Kei Sadayasu published in 's Weekly Morning. An television series was broadcast in 1992. The series was later adapted to a developed and published by Sega for the Sega Game Gear and Sega Mega Drive. A port w
16580,Abara,"{{stub}}
{{Series
|image=File:Abara.jpg
|genre=Action, Science Fiction, Supernatural
|demographic=Seinen
|media=Manga
|wiki=tsutomu-nihei
|wiki name=Tsutomu Nihei Wiki
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{Translation|'''Abara'''|アバラ}} is a [[seinen]] [[manga]] series written and illustrated by Tsutomu Nihei. It was serialized in ''[[Ultra Jump]]''. 

==Plot==
Abara is set in a dystopian world, filled with large structures. The story revolves around creatures known a","__NOTOC__ is a series written and illustrated by Tsutomu Nihei. It was serialized in . Abara is set in a dystopian world, filled with large structures. The story revolves around creatures known a"
9000,Ability,"{{Series
|genre=Comedy, Supernatural
|media=Manhwa
|wiki=ability
|wiki name=Ability Wiki
|image=File:Ability.png
|foundingdate=October 29, 2012
|pagecount=112
|datechecked=June 28, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
'''Ability''' is a [[manhwa]] written by Son Jae-ho and illustrated by Lee Gwang-su.

==Plot==
Ever since 21 year old Han Yu-Hwa could remember, he has had the ability of fast self healing. Cuts, scrapes and even broken bones all seem to heal remarkably fas","Ability is a written by Son Jae-ho and illustrated by Lee Gwang-su. Ever since 21 year old Han Yu-Hwa could remember, he has had the ability of fast self healing. Cuts, scrapes and even broken bones all seem to heal remarkably fas"
6725,Abridged Series,"[[File:SAO_Abridged_Episode_1.jpg|right|320px]]
In an '''Abridged Series''', the [[anime]] is re-dubbed (and sometimes re-edited) by fans and turn it into a parody.

== List of known Abridged Series ==
{{Sectionstub}}
*[[Dragon Ball]]
*[[Naruto]]
*[[Code Geass]]
*[[Pokémon]]
*[[Yu-Gi-Oh!]]
*[[Sword Art Online]]
*[[Shingeki no Kyojin|Attack on Titan]]
*[[Death Note]]
[[Category:Terminology]]","In an Abridged Series, the is re-dubbed (and sometimes re-edited) by fans and turn it into a parody. * * * * * * * *"
18464,Absolute Boy,"{{stub}}
{{Series
|image=File:Zettai Shonen.jpg
|genre=Drama, Fantasy, Mystery, Slice of Life
|media=Anime, Light Novel
|localsitelogo=No-wordmark.png
|wiki=absolute-boy
|wiki name=Absolute Boy Wiki
|foundingdate=26-Aug-2025 
|pagecount=21
|datechecked=2025-08-27
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{translation|'''Absolute Boy'''|絶対少年|Zettai Shōnen}} is a 26-episode Japanese [[anime]] television series, produced by [[Ajia-do Animation Works]] and [[Bandai Visual]],","__NOTOC__ is a 26-episode Japanese television series, produced by and ,"
3633,Absolute Boyfriend,"{{Series
|genre=Romance
|media=Manga, Live Action, TV drama
|wiki=absoluteboyfriend
|wiki name=Absolute Boyfriend Wiki
|image=File:Absolute Boyfriend.png
|foundingdate=March 18, 2011
|pagecount=13
|datechecked=July 18, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=Yes
}}
'''Absolute Boyfriend''' (絶対彼氏。 ''Zettai Kareshi.'') is a six volume [[manga]] series by Yuu Watase, first serialized in [[Shōjo]] Comic. Chuang Yi licensed it for an English language release in Singapore, with the fir","Absolute Boyfriend (絶対彼氏。 Zettai Kareshi.) is a six volume series by Yuu Watase, first serialized in Comic. Chuang Yi licensed it for an English language release in Singapore, with the fir"
12198,Absolute Duo,"{{Series
|genre=Action, Comedy, Fantasy, Romance, Supernatural
|tag=Harem, Ecchi
|media=Anime, Manga, Light Novel
|wiki=absoluteduo
|wiki name=Absolute Duo Wiki
|image=File:julie.jpg
|foundingdate=July 11, 2013
|pagecount=96
|datechecked=September 26, 2018
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Absolute Duo'''|アブソリュート・デュオ|Abusoryūto Dyuo}} is a Japanese [[light novel]] series by Takumi Hiiragiboshi with illustrations by Yuu Asaba. Media Factory has published sev",is a Japanese series by Takumi Hiiragiboshi with illustrations by Yuu Asaba. Media Factory has published sev
17274,Abyss,"{{Series
|genre=Action, Psychological, Science Fiction
|demographic=Shōnen
|tag=Monsters, Memory Loss
|media=Manga
|image=File:Abyss.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Abyss''' (アビス) is a [[manga]] written and illustrated by Nagata Ryuuhaku. It was serialized in [[Bessatsu Shounen Magazine]].

==Plot==
A group of people have been mysteriously transported into a structure filled with deadly monsters. When they awake in this dangerous place, they remember little beyond","Abyss (アビス) is a written and illustrated by Nagata Ryuuhaku. It was serialized in . A group of people have been mysteriously transported into a structure filled with deadly monsters. When they awake in this dangerous place, they remember little beyond"
23478,Abyss Rage,"{{Stub}}
{{Series
|image=File:Abyss Rage.jpg
|genre=Action, Drama
|demographic=Shōnen
|media=Manga
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{translation|'''Abyss Rage'''|アビスレイジ}} is a [[manga]] written and illustrated by Nariaki Narita.

==Plot==
A blind boy, Shinobu, lives a peaceful life with the support of his kind teacher and girlfriend, Mikoto, training daily to learn the ancient martial art of self-defense known as “Mibuchi Toshujutsu”. Until one day, when all is s","__NOTOC__ is a written and illustrated by Nariaki Narita. A blind boy, Shinobu, lives a peaceful life with the support of his kind teacher and girlfriend, Mikoto, training daily to learn the ancient martial art of self-defense known as “Mibuchi Toshujutsu”. Until one day, when all is s"
4659,Accel World,"{{Series
|demographic=Shōnen
|genre=Action, Adventure, Drama, Science Fiction
|tag=Harem, School, Virtual Reality, MMORPG
|media=Anime, Manga, Light Novel, OVA, Film, Game, Guide Book
|wiki=accelworld
|wiki name=Accel World Wiki
|image=File:Accel World.png
|foundingdate=February 20, 2012
|pagecount=273
|datechecked=May 7, 2021
|animangafooter=Yes
|animanganavlink=Yes
|adoptable=No
}}
{{translation|'''Accel World'''|アクセル・ワールド|Akuseru Wārudo}} is a Japanese [[light novel]] series written by Reki K",is a Japanese series written by Reki K
29441,Accomplishments of the Duke's Daughter,"{{Stub}}
{{Series
|image=File:Accomplishments of the Duke's Daughter.jpg
|genre=
|demographic=
|tag=
|media=Light Novel, Manga
|wiki=koushaku-reijou-no-tashinami
|wiki name=Koushaku Reijou No Tashinami Wiki
|foundingdate=June 2, 2018
|pagecount=56
|datechecked=July 25, 2023
|animangafooter=Yes
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''Accomplishments of the Duke's Daughter'''|公爵令嬢の嗜み|Kōshaku Reijō no Tashinami}} is a Japanese [[light novel]] series written by Reia and illustrated by",is a Japanese series written by Reia and illustrated by
15262,Ace Attorney,"{{stub}}
{{Series
|image=File:Ace_Attorney_Logo.png
|genre=Adventure
|media=Visual Novel, Live Action, Film, Anime, Manga, Game, Audio Drama
|wiki=aceattorney
|wiki name=Ace Attorney Wiki
|foundingdate=4-Nov-2007
|pagecount=4,462
|datechecked=14-Feb-2021
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}__NOTOC__
'''Ace Attorney''', known in Japan as '''Gyakuten Saiban''' (逆転裁判, lit. ""Turnabout Trial""), is a series of [[visual novel]] adventure [[video game]]s developed by Capcom. The first","__NOTOC__ Ace Attorney, known in Japan as Gyakuten Saiban (逆転裁判, lit. ""Turnabout Trial""), is a series of adventure s developed by Capcom. The first"
9704,Ace of Diamond,"{{Stub}}
{{Series
|image=File:Diamond no Ace.png
|demographic=Shōnen
|genre=Comedy, Sports, 
|tag=School, Baseball
|media=Anime, Manga, Guide Book
|localsitelogo=No-wordmark.png
|wiki=diamondnoace
|wiki name=Diamond no Ace Wiki
|foundingdate=August 9, 2012
|pagecount=446
|datechecked=May 7, 2021
|animangafooter=Yes
|animanganavlink=Yes
|adoptable=No
}}
{{translation|'''Ace of Diamond'''|ダイヤの|A Daiya no A [Daiya no Ēsu]'', also known as '''Diamond no Ace'}} is a [[shōnen]] baseball [[manga]] writ",is a baseball writ
11144,Acma:Game,"{{Series
|demographic=Shōnen
|genre=Adventure, Psychological
|tag=School Life
|media=Manga
|image=File:Acma-Game.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Acma:Game''' (アクマゲーム) is a [[manga]] series written by Mebu and illustrated by Kouji Megumi. The series started serialization in [[Weekly Shōnen Magazine]] in 2013.

==Plot==
The manga centers around Teruasa Oda, a high school senior gifted in smarts, looks, and money. This seemingly perfect scion of Japan's powerful Oda G","Acma:Game (アクマゲーム) is a series written by Mebu and illustrated by Kouji Megumi. The series started serialization in in 2013. The manga centers around Teruasa Oda, a high school senior gifted in smarts, looks, and money. This seemingly perfect scion of Japan's powerful Oda G"
18550,Acony,"{{Series
|genre=Drama, Fantasy, Slice of Life, Supernatural
|media=Manga
|image=File:Acony.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Acony''' (ACONY -アコニー-) is a [[manga]] series by Kei Toume. It was serialized in [[Afternoon]].

==Plot==
When Motomi Utsuki moves in his grandfather's apartment , he meets this girl named Acony who claims to be a dead person and eventually he gets to know that this place and the people living in the building are not normal.

==External Links==","Acony (ACONY -アコニー-) is a series by Kei Toume. It was serialized in . When Motomi Utsuki moves in his grandfather's apartment , he meets this girl named Acony who claims to be a dead person and eventually he gets to know that this place and the people living in the building are not normal."
30844,Acro Trip,"{{stub}}
{{Series
|genre=Comedy
|demographic=Shōjo
|tag=Magical Girl, Magic, Parody
|media=Anime, Manga
|wiki=akuro-torippu
|wiki name=Acro Trip Wiki
|image=File:Acro Trip.jpg
|foundingdate=2025-09-08
|pagecount=30
|datechecked=2026-04-20
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
__NOTOC__
{{translation|'''Acro Trip'''|アクロトリップ|Akuro Torippu}} is a Japanese [[manga]] series written and illustrated by Yone Sawata. It was serialized in [[Shueisha]]'s [[shōjo]] manga magazine ''[[Ribon",__NOTOC__ is a Japanese series written and illustrated by Yone Sawata. It was serialized in 's manga magazine [[Ribon
16428,Acrobunch,"{{Series
|genre=Adventure, Mecha
|media=Anime
|image=File:Acrobunch.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Acrobunch''' (魔境伝説アクロバンチ, ''Makyō Densetsu Akurobanchi'', lit. ""Acrobunch: The Legend of the Demon Lands"") is an [[anime]] series aired in 1982. There were 24 episodes.

==Plot==
Led by scientist Tatsuya Randou, the Randou family undertakes a journey around the globe in order to search out ancient ruins to uncover the legend of Quetzalcoatl, which unlocks the key to","Acrobunch (魔境伝説アクロバンチ, Makyō Densetsu Akurobanchi, lit. ""Acrobunch: The Legend of the Demon Lands"") is an series aired in 1982. There were 24 episodes. Led by scientist Tatsuya Randou, the Randou family undertakes a journey around the globe in order to search out ancient ruins to uncover the legend "
22011,Act-Age,"{{stub}}
{{Series
|image=File:Act-Age.jpg
|genre=Drama, Slice of Life, Psychological
|demographic=Shōnen
|media=Manga
|wiki=act-age
|wiki name=Act-Age
|foundingdate=12-Sep-2018
|pagecount=215
|datechecked=4-Mar-2026
|animangafooter=yes
|animanganavlink=yes
|adoptable=No
}}__NOTOC__
'''Act-Age''' was a [[manga]] which ran in ''[[Weekly Shōnen Jump]]'' from January 2018 to August 2020. The series was canceled after the mangaka was arrested and later convicted of being a sex offender.

== Plot ==
T",__NOTOC__ Act-Age was a which ran in from January 2018 to August 2020. The series was canceled after the mangaka was arrested and later convicted of being a sex offender. T
